立法院代碼,法務部代碼,法律名稱,舊名稱,法務部分類
01503000,G0300003,財政部國有財產局組織條例,,行政＞財政部＞組織目
01504000,G0300005,財政部各地區國稅局組織通則,財政部國稅局組織通則,行政＞財政部＞組織目
01505000,G0300006,財政部各地區支付處組織通則,"財政部支付處組織通則,財政部各地區支付處組織條例",行政＞財政部＞組織目
01507000,G0300016,財政部證券暨期貨管理委員會組織條例,"財政部證券管理委員會組織條例;財政部證券管理委員會組織條例,經濟部證券管理委員會組織條例",行政＞財政部＞組織目
01506000,G0300019,財政部財稅人員訓練所組織條例,財稅人員訓練所條例,行政＞財政部＞組織目
01589000,G0300024,財政部財稅資料中心組織條例,,行政＞財政部＞組織目
01586000,G0300026,財政部關稅總局組織條例,,行政＞財政部＞組織目
01605000,G0300027,財政部關稅總局各地區關稅局組織通則,,行政＞財政部＞組織目
01606000,G0300028,財政部金融局組織條例,,行政＞財政部＞組織目
01532000,G0410001,中央銀行法,,行政＞中央銀行＞總綱目
01611000,G0300030,財政部國有財產局各地區辦事處組織通則,,行政＞財政部＞組織目
01633000,G0300040,國家金融安定基金設置及管理條例,"國家安定基金設置及管理條例,國家安定基金設置條例",行政＞財政部＞國庫目
01511000,G0320001,公庫法,,行政＞財政部＞國庫目
01510000,G0320003,國庫法,,行政＞財政部＞國庫目
01548000,G0320008,國庫券及短期借款條例,國庫券發行條例,行政＞財政部＞國庫目
01508000,G0320015,財政收支劃分法,統籌分配法,行政＞財政部＞國庫目
01581000,G0320017,煤業安定基金條例,,廢止法規＞財政部
01582000,G0330001,臺灣省內菸酒專賣暫行條例,,廢止法規＞財政部
01622000,G0330010,菸酒稅法,,行政＞財政部＞賦稅目
01623000,G0330011,菸酒管理法,,行政＞財政部＞國庫目
01624000,G0330027,臺灣菸酒股份有限公司條例,中華菸酒股份有限公司條例,行政＞財政部＞國庫目
01512000,G0340001,稅捐稽徵法,,行政＞財政部＞賦稅目
01513000,G0340003,所得稅法,,行政＞財政部＞賦稅目
01520000,G0340021,勘報災歉條例,,廢止法規＞財政部
01509000,G0340023,財務罰鍰處理暫行條例,,行政＞財政部＞賦稅目
90167000,G0340041,中華民國八十年度所得稅稅率條例,,廢止法規＞財政部
01515000,G0340072,遺產及贈與稅法,,行政＞財政部＞賦稅目
01517000,G0340076,貨物稅條例,,行政＞財政部＞賦稅目
01518000,G0340078,證券交易稅條例,,行政＞財政部＞賦稅目
01626000,G0340079,期貨交易稅條例,,行政＞財政部＞賦稅目
01521000,G0340080,加值型及非加值型營業稅法,營業稅法,行政＞財政部＞賦稅目
01516000,G0340091,印花稅法,,行政＞財政部＞賦稅目
01522000,G0340095,使用牌照稅法,,行政＞財政部＞賦稅目
01519000,G0340096,土地稅法,,行政＞財政部＞賦稅目
01524000,G0340102,房屋稅條例,房捐條例,行政＞財政部＞賦稅目
01525000,G0340105,契稅條例,,行政＞財政部＞賦稅目
01527000,G0340106,娛樂稅法,筵席及娛樂稅法,行政＞財政部＞賦稅目
01528000,G0350001,關稅法,,行政＞財政部＞關務目
01530000,G0350029,海關緝私條例,,行政＞財政部＞關務目
01599000,G0350037,關務人員人事條例,"關務人員管理條例,關務人員任用管理條例",行政＞財政部＞組織目
01529000,G0350051,海關進口稅則,民國十八年中華民國海關進口稅則;海關進口稅通則,行政＞財政部＞關務目
01531000,G0380001,銀行法,金融銀行法,行政＞金融監督管理委員會＞銀行目
01533000,G0380006,交通銀行條例,,廢止法規＞財政部
01534000,G0380007,中國農民銀行條例,,廢止法規＞財政部
01537000,G0380008,中央信託局條例,,廢止法規＞金融監督管理委員會
01535000,G0380009,中國國際商業銀行條例,"中國銀行條例;國際商銀條例,中國銀行條例",廢止法規＞財政部
01536000,G0380010,中國輸出入銀行條例,,行政＞財政部＞國庫目
01538000,G0380011,合作金庫條例,,廢止法規＞金融監督管理委員會
01546000,G0380021,銀行業戰前存款放款清償條例,,行政＞金融監督管理委員會＞銀行目
04521000,G0380024,動產擔保交易法,,行政＞金融監督管理委員會＞銀行目
01547000,G0380026,管理外匯條例,,行政＞金融監督管理委員會＞銀行目
04518000,G0380028,票據法,,行政＞金融監督管理委員會＞銀行目
01541000,G0380037,國際金融業務條例,境外金融業務特許條例,行政＞金融監督管理委員會＞銀行目
01544000,G0380039,存款保險條例,,行政＞金融監督管理委員會＞銀行目
01607000,G0380048,現行法規所定貨幣單位折算新臺幣條例,現行法規所定貨幣單位折算新臺幣暫行條例,行政＞金融監督管理委員會＞銀行目
01588000,G0380058,信用合作社法,"信用合作社管理條例,信用合作社條例",行政＞金融監督管理委員會＞銀行目
01634000,G0380098,金融機構合併法,,行政＞金融監督管理委員會＞銀行目
01638000,G0380112,金融控股公司法,,行政＞金融監督管理委員會＞銀行目
01637000,G0380117,行政院金融重建基金設置及管理條例,,行政＞金融監督管理委員會＞銀行目
08107000,J0080041,企業併購法,,行政＞經濟部＞商業目
01835000,G0380131,洗錢防制法,,行政＞法務部＞檢察目
01631000,G0380146,票券金融管理法,,行政＞金融監督管理委員會＞銀行目
01543000,G0390001,中央再保險公司條例,,廢止法規＞財政部
04520000,G0390002,保險法,,行政＞金融監督管理委員會＞保險目
01591000,G0390060,強制汽車責任保險法,,行政＞金融監督管理委員會＞保險目
01555000,G0360001,民國二十三年六釐英金庚款公債條例,,行政＞財政部＞國庫目
01557000,G0360002,民國三十六年美金公債條例,,行政＞財政部＞國庫目
90078000,G0360003,民國三十八年黃金短期公債條例,,行政＞財政部＞國庫目
01559000,G0360004,民國三十八年整理美金公債條例,,行政＞財政部＞國庫目
01552000,G0360005,民國二十三年第一期鐵路建設公債條例,,行政＞財政部＞國庫目
01553000,G0360006,第二期鐵路建設公債條例,,行政＞財政部＞國庫目
01554000,G0360007,第三期鐵路建設公債條例,,行政＞財政部＞國庫目
01556000,G0360008,民國二十六年京贛鐵路建設公債條例,,行政＞財政部＞國庫目
01551000,G0360009,中國農民銀行土地債券法,,行政＞院本部＞通用目
01645000,G0360010,中華民國五十五年度愛國公債發行條例,,行政＞財政部＞國庫目
01563000,G0360011,中華民國五十六年度愛國公債發行條例,,行政＞財政部＞國庫目
01565000,G0360012,中華民國五十七年度愛國公債發行條例,,行政＞財政部＞國庫目
01569000,G0360013,中華民國六十一年度公債發行條例,,行政＞財政部＞國庫目
01570000,G0360014,中華民國六十二年度公債發行條例,,行政＞財政部＞國庫目
01575000,G0360015,臺灣地區平均地權土地債券發行條例,"臺灣省實施都市平均地權土地債券發行條例,平均地權債券發行條例",廢止法規＞財政部
01572000,G0360016,臺灣地區公共建設土地債券發行條例,公共建設債券發行條例,廢止法規＞財政部
01571000,G0360017,中央政府興建臺灣區高速公路第一期工程建設公債發行條例,,行政＞財政部＞國庫目
,G0360018,興建台中港第一期工程建設公債發行條例,,廢止法規＞財政部
,G0360019,興建台中港第二期工程建設公債發行條例,,廢止法規＞財政部
,G0360020,興建台中港第三期工程建設公債發行條例,,廢止法規＞財政部
01579000,G0360021,臺灣鐵路電氣化工程建設公債發行條例,,廢止法規＞財政部
01550000,G0360022,中央政府建設公債及借款條例,中央政府建設公債發行條例,行政＞財政部＞國庫目
01549000,G0360023,政府發展經濟社會向國外借款及保證條例,,行政＞財政部＞國庫目
01580000,G0360026,臺北市自來水工程建設公債發行條例,,廢止法規＞財政部
,G0360027,省（市）政府建設公債發行條例,臺灣省建設公債發行條例;省（市,廢止法規＞財政部
01597000,G0360028,中央政府興建臺灣北部區域第二高速公路建設公債發行條例,,行政＞財政部＞國庫目
01616000,G0360033,公共債務法,公共債務暨預算平衡法,行政＞財政部＞國庫目
01583000,G0370001,國有財產法,,行政＞財政部＞國有財產目
01542000,G0400001,證券交易法,,"行政＞金融監督管理委員會＞證券暨期貨管理目  "
01629000,G0400038,證券投資人及期貨交易人保護法,"證券暨期貨交易投資人保護法,證券期貨投資人保護法","行政＞金融監督管理委員會＞證券暨期貨管理目  "
01584000,G0400067,會計師法,,"行政＞金融監督管理委員會＞證券暨期貨管理目  "
01618000,G0400100,期貨交易法,,"行政＞金融監督管理委員會＞證券暨期貨管理目  "
01956000,G0400102,國外期貨交易法,,廢止法規＞財政部
01625000,G0380185,日據時代株式會社台灣銀行海外分支機構存款及匯款處理條例,"日據時代株式會社台灣銀行海外分支機構特別當座預金處理條例;日據時代株式會社臺灣銀行海外分支機構存款及匯款處理條例;行政院財政部對前臺灣省行政長官公署財政處凍結前臺灣銀行存款被凍結處理條例,臺灣省行政長官公署財政處凍結存款戶解凍處理條例,日據時代株式會社臺灣銀行海外分支機構特別當座預金處理條例,臺灣省行政長官公署財政處凍結存款戶處理條例",行政＞財政部＞國庫目
01608000,G0380187,公益彩券發行條例,公益彩券法,行政＞財政部＞國庫目
01017000,H0000001,教育部組織法,,行政＞教育部＞組織目
01702000,H0000002,教育部學術審議委員會組織條例,,廢止法規＞教育部
01701000,H0000003,教育部教育研究委員會組織條例,,廢止法規＞教育部
01704000,H0000004,教育部國語推行委員會組織條例,,廢止法規＞教育部
01703000,H0000005,教育部訓育委員會組織條例,,廢止法規＞教育部
01705000,H0000006,教育部醫學教育委員會組織條例,,廢止法規＞教育部
01708000,H0000011,國家圖書館組織條例,國立中央圖書館組織條例,廢止法規＞教育部
01706000,H0000012,國立編譯館組織條例,,廢止法規＞教育部
01709000,H0000013,國立歷史博物館組織條例,,廢止法規＞文化部
01707000,H0000014,國立教育資料館組織條例,,廢止法規＞教育部
01710000,H0000016,國立臺灣科學教育館組織條例,,廢止法規＞教育部
01736000,H0000025,國立中央圖書館臺灣分館組織條例,"國立國家圖書館臺灣分館組織條例,國立臺灣圖書館組織條例",廢止法規＞教育部
01700000,H0000026,教育部國民體育委員會組織條例,國民體育委員會組織條例,廢止法規＞教育部
01737000,H0000027,國立臺灣藝術教育館組織條例,,廢止法規＞教育部
01733000,H0000028,國立國父紀念館組織條例,國父紀念館管理處組織條例,廢止法規＞教育部
01732000,H0000029,國立中正紀念堂管理處組織條例,,廢止法規＞教育部
01738000,H0000031,國立自然科學博物館組織條例,國立自然科學館組織條例,廢止法規＞教育部
01029000,H0000047,行政院文化建設委員會組織條例,,廢止法規＞文化部
02413000,H0000048,國立教育廣播電臺組織條例,,廢止法規＞教育部
02414000,H0000049,國立教育廣播電臺分臺組織通則,,廢止法規＞教育部
02903000,H0000056,國家文化藝術基金會設置條例,,行政＞文化部＞組織目
02550000,H0000057,國立中國醫藥研究所組織條例,中國醫藥研究所條例,廢止法規＞教育部
01750000,H0010008,圖書館法,,行政＞教育部＞終身教育目
01721000,H0020001,私立學校法,,行政＞教育部＞私立學校目
01729000,H0020016,軍公教遺族就學費用優待條例,"革命抗戰功勳子女就學優待辦法;革命抗戰功勳子女就學優待條例,功勳子女就學優待條例,軍公教遺族優待條例",行政＞教育部＞教育通用目
01748000,H0020037,原住民族教育法,,行政＞教育部＞教育通用目
01734000,H0020040,教師法,,行政＞教育部＞師資培育及藝術教育目
01741000,H0020045,教育基本法,,行政＞教育部＞教育通用目
